sangre_ppm_di,sangre_ppm_dd,sangre_ppm_ti,sangre_ppm_td,conductividad_ms_cm_di,conductividad_ms_cm_dd,conductividad_ms_cm_ti,conductividad_ms_cm_td,media_de_los_flujos_kg_min_di,media_de_los_flujos_kg_min_dd,media_de_los_flujos_kg_min_ti,media_de_los_flujos_kg_min_td,flujos_maximos_kg_min_di,flujos_maximos_kg_min_dd,flujos_maximos_kg_min_ti,flujos_maximos_kg_min_td,producciones_kg_di,producciones_kg_dd,producciones_kg_ti,producciones_kg_td,health_anomaly_score,health_anomaly_label
0.0,0.0,0.0,0.0,5.02,5.04,5.2,4.97,1.56,1.02,1.92,1.2,2.28,1.74,3.24,1.62,6.19,5.2,6.59,6.22,1.7216769807284908,1
0.0,0.0,0.0,0.0,4.55,4.56,4.55,4.64,1.62,0.84,1.44,1.14,2.22,1.56,2.22,1.5,2.88,3.28,3.86,3.68,1.1496442203501893,1
0.0,0.0,0.0,0.0,4.77,4.99,4.11,5.03,1.62,0.96,1.14,1.2,2.34,1.62,1.5,1.68,4.89,4.09,4.45,4.52,0.6890984353764793,1
0.0,0.0,0.0,0.0,4.97,4.93,4.56,5.04,1.62,1.02,1.02,1.32,2.28,1.8,1.38,1.74,5.13,4.44,3.91,5.12,0.6883554664604981,1
0.0,0.0,0.0,0.0,4.9,4.78,4.71,4.97,1.62,1.02,1.08,1.26,2.34,1.62,1.44,1.74,5.04,4.52,4.23,5.37,0.5961023373443324,1
0.0,0.0,0.0,0.0,4.47,4.5,4.55,4.5,1.62,1.02,1.14,1.26,2.28,1.68,1.56,1.86,4.64,4.33,3.69,4.72,0.7834135063589212,1
0.0,0.0,0.0,0.0,4.71,4.62,4.71,4.79,1.56,1.08,1.14,1.38,2.28,1.98,1.5,1.86,5.28,4.61,5.09,5.6,0.8803767012613133,1
0.0,0.0,0.0,0.0,5.36,4.6,4.65,4.55,1.38,1.08,1.2,1.26,1.86,1.74,1.74,1.74,4.02,4.31,4.67,4.93,0.7383519379700638,1
0.0,0.0,0.0,0.0,5.37,4.63,4.84,4.8,1.44,0.96,1.14,1.2,2.28,1.56,1.68,1.56,2.85,3.34,3.06,3.41,0.7504890086141132,1
0.0,0.0,0.0,0.0,5.42,4.94,5.11,5.03,1.44,1.02,1.2,1.32,2.22,1.74,1.62,2.04,3.65,3.68,4.25,4.65,0.8551158763927258,1
0.0,0.0,0.0,0.0,5.33,4.97,5.09,5.05,1.5,1.08,1.2,1.26,1.92,1.86,1.56,1.74,4.11,4.25,4.95,5.14,0.689332016589367,1
0.0,0.0,0.0,0.0,4.88,4.65,4.75,4.68,1.26,0.9,1.14,1.2,2.1,1.74,1.56,1.62,2.97,3.49,3.33,3.56,0.5804518580816034,1
0.0,0.0,0.0,0.0,5.15,4.87,4.88,4.87,1.26,0.66,1.02,1.14,1.68,1.08,1.38,1.5,2.31,2.29,2.72,2.88,0.8549780455735222,1
0.0,0.0,0.0,0.0,5.04,4.86,4.88,4.79,1.32,0.9,1.02,1.2,1.86,1.68,1.38,1.56,4.14,4.05,4.95,4.88,0.47340366103837506,1
0.0,0.0,0.0,0.0,4.96,4.74,4.73,4.66,1.32,0.78,1.08,1.2,1.86,1.5,1.5,1.56,2.65,2.97,3.18,3.24,0.415012404939637,1
0.0,0.0,0.0,0.0,4.84,4.64,4.68,4.66,1.26,0.84,1.14,1.2,1.92,1.62,1.56,1.62,3.09,3.32,3.82,3.99,0.518550668073763,1
0.0,0.0,0.0,0.0,4.89,4.77,4.9,4.81,1.26,0.84,0.96,1.14,1.8,1.62,1.38,1.56,3.35,3.47,4.19,4.12,0.5265866917070271,1
0.0,0.0,0.0,0.0,4.94,4.76,4.86,4.8,1.26,0.96,1.02,1.2,1.68,1.56,1.5,1.62,4.05,3.82,4.75,5.04,0.47182883772075035,1
0.0,0.0,0.0,0.0,4.92,4.8,4.78,4.99,1.26,1.02,1.02,1.2,1.8,1.68,1.44,1.56,4.07,4.32,5.03,5.17,0.47311539429740357,1
0.0,0.0,0.0,0.0,5.07,4.79,4.93,4.91,1.26,0.9,1.02,1.2,1.74,1.74,1.38,1.5,3.1,3.36,3.75,3.77,0.5992979855553706,1
0.0,0.0,0.0,0.0,5.32,4.85,5.16,5.17,1.38,1.02,1.02,1.32,1.8,1.62,1.38,1.74,4.9,5.18,5.88,6.58,0.9057333555757212,1
0.0,0.0,0.0,0.0,5.03,5.0,5.12,0.0,1.14,1.14,0.78,1.44,1.56,1.5,1.2,1.92,3.37,2.76,0.96,4.05,0.8293365552573639,1
0.0,0.0,0.0,0.0,5.03,4.8,0.0,0.0,1.32,1.14,0.0,1.38,1.68,1.44,0.0,1.8,3.76,3.07,0.0,4.28,0.7569866904266809,1
0.0,0.0,0.0,0.0,4.98,5.02,5.61,0.0,1.32,1.2,1.02,1.44,1.68,1.56,1.44,2.04,4.96,4.13,1.97,4.76,0.7440282107775712,1
0.0,0.0,0.0,0.0,4.76,4.7,0.0,0.0,1.26,1.08,0.0,1.32,2.04,1.44,0.0,1.8,3.92,3.56,0.0,4.91,0.864679842569686,1
0.0,0.0,0.0,0.0,4.85,4.8,0.0,4.48,1.38,1.2,1.02,1.62,1.74,1.68,2.04,2.16,4.61,4.37,2.48,4.57,1.494193792355111,1
0.0,0.0,0.0,0.0,4.91,4.96,2.75,0.0,1.26,1.2,0.12,1.5,2.04,1.68,0.24,2.1,4.97,4.29,0.07,5.1,1.7973051677367256,-1
0.0,0.0,0.0,0.0,4.77,4.61,5.16,0.0,1.26,1.2,0.9,1.44,1.8,1.56,1.38,1.86,5.09,3.98,1.8,5.24,0.6531977882204131,1
0.0,0.0,0.0,0.0,4.63,4.48,4.55,0.0,1.32,1.14,0.78,1.5,1.74,1.56,1.14,1.92,3.01,2.41,0.9,3.46,0.5429932552585167,1
0.0,0.0,0.0,0.0,4.6,4.65,5.49,0.0,1.38,1.26,1.02,1.5,1.8,1.74,1.5,1.92,5.0,4.37,2.47,5.61,0.6766366969032573,1
0.0,0.0,0.0,0.0,4.33,4.52,5.22,0.0,1.26,1.2,1.02,1.44,1.74,1.68,1.32,2.04,4.17,4.27,1.69,5.17,0.7627362784388122,1
0.0,0.0,0.0,0.0,4.45,4.45,4.56,0.0,1.38,1.2,1.26,1.5,1.86,1.62,1.74,1.98,4.23,3.54,0.57,4.1,0.9177698402229353,1
0.0,0.0,0.0,0.0,4.39,4.34,4.87,0.0,1.32,1.08,1.02,1.32,1.74,1.56,1.44,1.68,3.69,2.98,2.1,4.04,0.7953813984342487,1
0.0,0.0,0.0,0.0,4.58,4.55,4.88,0.0,1.26,1.14,1.02,1.26,1.8,1.44,1.44,2.04,4.02,3.46,1.34,3.2,0.8114502443733673,1
0.0,0.0,0.0,0.0,4.65,4.69,0.0,0.0,1.38,1.2,0.0,1.5,1.86,1.68,0.0,1.98,4.36,3.77,0.0,5.58,0.7551132767270567,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.33,4.54,4.87,0.0,1.44,1.26,1.2,1.38,2.34,1.56,1.68,2.28,5.08,5.12,2.08,3.73,1.2687659122587263,1
0.0,0.0,0.0,0.0,4.26,4.23,4.31,0.0,1.44,1.26,1.5,1.5,2.34,2.22,2.28,2.04,3.81,4.33,2.72,2.84,1.4008870501872017,1
0.0,0.0,0.0,0.0,4.26,4.17,4.57,0.0,1.38,1.32,1.14,1.5,2.22,1.74,1.62,2.4,4.56,4.46,2.45,4.07,1.1809982462091093,1
0.0,0.0,0.0,0.0,4.18,4.25,0.0,4.37,1.32,1.14,0.54,1.68,1.86,1.56,1.02,2.1,4.26,2.79,0.32,5.22,1.8000800149235499,-1
0.0,0.0,0.0,0.0,4.27,4.31,0.0,4.29,1.44,1.38,1.5,0.78,2.28,1.8,2.04,1.44,4.78,3.9,4.89,0.5,2.4553596121425048,-1
0.0,0.0,0.0,0.0,4.47,4.43,0.0,4.44,1.38,1.32,1.14,1.68,1.8,1.86,2.04,2.04,4.28,3.6,3.15,3.63,1.2961226545164464,1
0.0,0.0,0.0,0.0,5.03,5.11,5.2,0.0,1.44,1.26,1.2,0.0,2.16,1.68,2.34,0.0,5.75,4.59,2.56,0.0,1.8653163776504376,-1
0.0,0.0,0.0,0.0,4.64,4.5,0.0,0.0,1.32,0.9,0.0,1.5,1.68,1.26,0.0,1.92,1.79,1.59,0.0,5.22,1.35237585645922,1
0.0,0.0,0.0,0.0,4.97,4.83,5.27,0.0,1.44,1.14,0.96,1.38,1.92,1.62,1.5,1.8,3.98,3.3,1.44,4.26,0.6049423596394871,1
0.0,0.0,0.0,0.0,4.92,4.64,4.98,0.0,1.38,1.02,0.78,1.32,1.74,1.32,1.26,1.74,2.69,2.27,0.82,3.09,0.7384779851616177,1
0.0,0.0,0.0,0.0,4.78,4.61,4.88,0.0,1.32,1.14,0.9,1.38,1.8,1.56,1.38,1.86,3.46,2.48,0.94,3.93,0.6455077449091474,1
0.0,0.0,0.0,0.0,4.8,4.61,0.0,0.0,1.26,1.14,0.0,1.32,1.74,1.5,0.0,1.74,2.68,2.31,0.0,3.0,0.5414487028839278,1
0.0,0.0,0.0,0.0,4.95,4.82,0.0,4.97,1.26,1.08,0.96,1.26,1.68,1.44,1.38,1.68,2.51,2.09,1.47,2.82,1.4437213986088573,1
0.0,0.0,0.0,0.0,4.93,4.69,5.13,0.0,1.38,1.14,0.9,1.26,1.86,1.5,1.2,1.92,4.2,3.72,1.28,5.34,0.6804985748955066,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.73,4.62,0.0,0.0,1.32,1.32,0.0,1.38,1.86,1.68,0.0,1.86,3.47,2.84,0.0,3.73,0.6655986229963845,1
0.0,0.0,0.0,0.0,4.47,4.35,5.25,0.0,1.38,1.02,1.02,1.32,1.74,1.38,1.44,1.68,2.14,1.83,1.58,2.37,0.7299011522122718,1
0.0,0.0,0.0,0.0,4.66,4.61,4.6,0.0,1.32,1.38,0.9,1.44,1.74,1.74,1.44,1.92,3.39,2.62,0.93,3.8,0.6701414715270056,1
0.0,0.0,0.0,0.0,4.59,4.56,4.99,0.0,1.32,1.26,0.78,1.38,1.68,1.68,1.14,1.8,2.89,2.35,0.9,3.11,0.5435957526743438,1
0.0,0.0,0.0,0.0,4.47,4.44,4.36,0.0,1.14,1.2,0.72,1.2,1.56,1.56,1.14,1.98,2.24,1.94,0.72,2.54,0.7586586939015576,1
0.0,0.0,0.0,0.0,4.88,4.64,0.0,0.0,1.32,1.38,0.0,1.56,1.62,1.74,0.0,2.16,3.72,3.61,0.0,4.75,0.8936970752076991,1
0.0,0.0,0.0,0.0,4.27,4.45,0.0,5.34,1.2,1.08,1.32,0.84,1.62,1.56,2.04,1.32,1.81,1.2,1.26,1.84,1.484736580946747,-1
0.0,0.0,0.0,0.0,4.69,4.64,4.67,0.0,1.44,1.32,1.08,1.44,1.74,1.74,1.68,1.98,4.34,3.62,1.87,5.18,0.7308481061001897,1
0.0,0.0,0.0,0.0,4.42,4.44,4.68,0.0,1.32,1.32,0.9,1.44,1.68,1.74,1.32,1.8,2.76,2.28,0.78,3.02,0.589670248635171,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.5,4.42,0.0,0.0,1.32,1.02,0.0,1.2,1.74,1.56,0.0,1.62,2.45,2.2,0.0,2.97,0.6799591736286535,1
0.0,0.0,0.0,0.0,4.75,4.55,5.24,0.0,1.5,1.14,1.14,1.5,1.8,1.62,1.56,1.92,4.05,3.15,1.92,4.23,0.6298213879493876,1
0.0,0.0,0.0,0.0,4.4,4.28,0.0,0.0,1.32,1.14,0.0,1.38,1.74,1.5,0.0,1.8,3.09,2.7,0.0,3.48,0.6332700335096031,1
0.0,0.0,0.0,0.0,4.59,4.49,4.09,0.0,1.56,1.38,0.9,1.5,2.1,2.04,1.86,1.92,3.97,3.42,0.35,4.55,1.191201669245509,1
0.0,0.0,0.0,0.0,4.51,4.5,5.27,0.0,1.2,1.14,1.26,1.32,1.62,1.62,1.68,1.74,2.84,2.38,2.09,3.15,0.8730820188325878,1
0.0,0.0,0.0,0.0,5.04,4.76,0.0,0.0,1.38,1.26,0.0,1.5,2.4,1.62,0.0,2.1,4.02,3.75,0.0,4.96,0.8917506785668458,1
0.0,0.0,0.0,0.0,4.76,4.76,5.35,0.0,1.38,1.26,1.14,1.38,1.8,1.68,1.56,1.86,4.21,3.33,1.91,4.55,0.5912513701518008,1
0.0,0.0,0.0,0.0,4.73,4.61,4.79,0.0,1.26,1.44,1.02,1.38,1.74,1.92,1.5,1.86,3.98,3.37,1.14,4.69,0.7570175430662711,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.74,4.77,4.97,0.0,1.26,1.2,0.96,1.32,1.68,1.5,1.44,1.8,3.88,3.27,1.21,4.58,0.6124344600169931,1
0.0,0.0,0.0,0.0,4.61,4.61,4.99,0.0,1.32,1.2,0.96,1.44,1.62,1.74,1.38,1.92,3.86,3.27,1.23,4.3,0.5944986948689834,1
0.0,0.0,0.0,0.0,4.68,4.66,0.0,0.0,1.38,1.32,0.0,1.56,2.22,1.68,0.0,2.1,4.41,3.72,0.0,5.62,0.7724908661328873,1
0.0,0.0,0.0,0.0,4.48,4.38,5.47,0.0,1.2,1.2,1.02,1.38,1.56,1.5,1.38,1.74,2.16,1.83,2.07,2.26,0.6857109225179756,1
0.0,0.0,0.0,0.0,4.68,4.71,4.68,0.0,1.26,1.2,0.9,1.38,1.62,1.56,1.56,1.8,2.83,2.31,0.91,3.01,0.6713385523048344,1
0.0,0.0,0.0,0.0,5.02,4.91,5.14,0.0,1.38,1.32,0.96,1.56,1.74,1.68,1.44,2.04,3.83,3.22,1.16,4.35,0.6429095959896262,1
0.0,0.0,0.0,0.0,4.69,4.7,0.0,0.0,1.32,1.26,0.0,1.5,1.62,1.68,0.0,1.98,3.1,2.56,0.0,3.25,0.6183481223801535,1
0.0,0.0,0.0,0.0,4.93,4.78,5.7,0.0,1.26,1.14,0.96,1.32,1.62,1.5,1.38,1.74,2.31,2.0,1.57,2.49,0.6778403844096221,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,5.05,4.89,0.0,0.0,1.44,1.44,0.0,1.5,1.86,1.92,0.0,1.92,4.89,3.76,0.0,5.04,0.9485664885111245,1
0.0,0.0,0.0,0.0,4.77,4.82,5.49,0.0,1.32,1.38,1.08,1.38,1.98,1.8,1.5,2.04,4.86,4.35,2.03,5.39,0.7592483966809253,1
0.0,0.0,0.0,0.0,4.51,4.44,4.52,0.0,1.26,1.14,0.72,1.38,1.68,1.5,1.14,1.86,2.79,2.32,0.75,3.06,0.5627276774952954,1
0.0,0.0,0.0,0.0,4.79,4.76,4.98,0.0,1.26,1.2,0.9,1.38,1.98,1.62,1.38,2.1,3.92,3.74,1.11,5.04,0.6478643452094068,1
0.0,0.0,0.0,0.0,4.66,4.57,0.0,0.0,1.26,1.14,0.0,1.5,1.68,1.5,0.0,2.04,3.17,2.81,0.0,3.72,0.6023426929784984,1
0.0,0.0,0.0,0.0,4.65,4.58,5.45,0.0,1.2,1.02,0.96,1.32,1.5,1.38,1.44,1.74,2.29,1.93,1.52,2.63,0.6013363005222837,1
0.0,0.0,0.0,0.0,4.72,4.71,4.98,0.0,1.38,1.2,0.96,1.44,1.8,1.56,1.38,2.1,3.91,3.36,1.29,4.63,0.5292935591063013,1
0.0,0.0,0.0,0.0,4.65,4.5,0.0,0.0,1.2,1.14,0.0,1.38,1.62,1.56,0.0,1.8,2.52,2.12,0.0,2.8,0.5752823884231393,1
0.0,0.0,0.0,0.0,4.86,4.69,5.12,0.0,1.26,1.08,0.9,1.38,1.62,1.38,1.32,2.1,2.73,2.26,1.25,3.27,0.7317739947073436,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,5.06,4.9,5.25,0.0,1.32,1.32,0.9,1.38,1.74,1.8,1.26,1.8,4.83,3.58,1.47,4.7,0.7921415422288154,1
0.0,0.0,0.0,0.0,4.8,4.63,0.0,4.7,1.26,1.32,1.08,1.56,1.62,1.74,1.8,1.92,3.4,2.86,2.29,2.55,1.1246810508157048,1
0.0,0.0,0.0,0.0,4.65,4.59,4.9,0.0,1.14,1.14,0.84,1.32,1.5,1.5,1.26,1.86,1.99,1.77,0.67,2.36,0.7245895100555027,1
0.0,0.0,0.0,0.0,0.0,5.18,0.0,5.16,0.0,1.32,1.38,1.62,0.0,2.16,2.46,2.46,0.0,3.9,1.62,3.85,3.302010557174955,-1
0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,1.32,0.0,0.0,0.0,1.98,0.0,0.0,0.0,4.72,0.0,0.0,0.0,1.4801908426624333,1
0.0,0.0,0.0,0.0,4.89,4.63,5.15,0.0,1.32,1.26,1.08,1.44,1.74,1.56,1.5,1.86,5.37,4.44,1.38,5.29,0.6885530224836567,1
0.0,0.0,0.0,0.0,4.55,4.23,0.0,0.0,1.26,1.08,0.0,1.26,1.8,1.56,0.0,1.74,1.68,1.23,0.0,1.71,1.0040694523586624,1
0.0,0.0,0.0,0.0,5.01,4.9,0.0,5.3,1.26,1.32,1.38,0.9,1.56,1.68,1.8,1.38,2.93,2.27,2.93,1.16,1.5184813307246667,1
0.0,0.0,0.0,0.0,0.0,5.08,5.18,5.36,0.0,1.2,1.32,1.32,0.0,1.56,1.74,2.1,0.0,2.33,1.3,2.13,1.4360639158923332,1
0.0,0.0,0.0,0.0,4.99,5.1,0.0,5.21,1.38,1.44,0.0,1.44,1.92,1.92,0.0,1.8,4.84,3.46,0.0,4.98,0.7747721629183827,1
0.0,0.0,0.0,0.0,0.0,5.05,5.58,5.16,0.0,1.44,1.02,1.56,0.0,1.86,1.44,2.46,0.0,4.63,1.74,3.26,1.9021819972774558,-1
0.0,0.0,0.0,0.0,4.91,4.67,0.0,4.71,1.32,1.32,0.0,1.62,2.04,1.74,0.0,2.34,5.07,3.61,0.0,5.38,0.7044395927449274,1
0.0,0.0,0.0,0.0,4.56,4.59,5.42,4.53,1.38,0.96,1.14,1.38,1.8,1.32,1.56,1.8,3.07,2.04,1.88,3.02,0.7063916503732468,1
0.0,0.0,0.0,0.0,4.91,4.8,4.63,4.82,1.38,1.02,0.9,1.38,1.8,1.44,1.44,1.8,3.1,2.31,0.77,3.5,0.6034751805885337,1
0.0,0.0,0.0,0.0,4.91,4.83,4.77,5.05,1.44,1.14,0.84,1.5,1.8,1.62,1.38,1.98,3.57,2.85,0.81,4.19,0.6515890791123352,1
0.0,0.0,0.0,0.0,4.94,4.99,4.69,4.81,1.38,1.44,1.5,1.32,1.8,2.16,1.92,2.1,4.8,3.63,2.13,2.84,1.133974799415985,1
0.0,0.0,0.0,0.0,4.73,4.64,5.18,4.76,1.32,1.2,1.02,1.38,2.1,1.56,1.56,2.04,4.4,3.43,1.52,4.78,0.7783100688236104,1
0.0,0.0,0.0,0.0,5.03,4.29,0.0,5.36,1.32,1.26,0.0,1.44,1.8,1.62,0.0,1.98,4.89,3.92,0.0,4.83,0.7244488569888509,1
0.0,0.0,0.0,0.0,4.68,4.77,5.22,4.63,1.38,1.14,1.08,1.44,1.74,1.62,1.5,2.28,4.48,3.61,1.58,2.91,0.9251833559638776,1
0.0,0.0,0.0,0.0,4.77,4.82,4.57,4.45,1.38,1.32,1.2,1.56,1.98,1.68,1.74,2.1,4.77,3.94,2.91,3.34,1.0441584952704048,1
0.0,0.0,0.0,0.0,4.56,4.7,0.0,4.46,1.32,1.26,0.0,1.5,1.86,1.62,0.0,2.16,4.16,4.18,0.0,5.49,0.6730768100301388,1
0.0,0.0,0.0,0.0,4.6,4.73,4.52,4.45,1.2,1.26,1.2,1.5,1.8,1.68,1.74,2.22,4.82,4.39,0.84,4.48,1.036204086227309,1
0.0,0.0,0.0,0.0,4.59,4.56,4.53,4.87,1.38,1.26,1.5,0.96,1.74,1.62,2.16,1.44,5.42,3.99,5.41,1.78,1.436938221831633,1
0.0,0.0,0.0,0.0,4.43,4.86,0.0,4.21,1.38,1.2,0.0,1.44,1.74,1.68,0.0,2.04,5.56,4.8,0.0,5.98,0.7450197532626097,1
0.0,0.0,0.0,0.0,4.55,4.62,0.0,4.47,1.38,1.26,0.0,1.62,1.74,1.68,0.0,2.04,5.3,4.66,0.0,5.67,0.62437837106273,1
0.0,0.0,0.0,0.0,4.13,4.53,5.54,4.29,1.44,1.38,1.02,1.62,1.8,1.8,1.32,2.16,5.44,4.74,0.98,5.94,1.007290951999975,1
0.0,0.0,0.0,0.0,4.86,4.94,5.11,4.67,1.38,1.32,1.38,1.5,2.16,2.04,2.16,2.16,5.07,4.91,1.6,3.92,1.2457327947016514,1
0.0,0.0,0.0,0.0,4.94,4.96,5.45,5.02,1.2,1.38,1.38,1.38,2.16,1.8,2.22,2.04,1.0,4.49,4.2,2.16,1.4216572428082415,1
0.0,0.0,0.0,0.0,4.49,4.72,5.73,4.69,1.5,1.44,1.02,1.56,1.8,1.8,1.38,2.1,4.75,3.75,1.25,5.35,0.7571620866001423,1
0.0,0.0,0.0,0.0,4.75,4.84,0.0,4.86,1.5,1.38,0.0,1.62,1.86,1.8,0.0,1.92,4.08,3.62,0.0,5.07,0.633771760354871,1
0.0,0.0,0.0,0.0,4.74,4.61,0.0,4.47,1.5,1.44,0.0,1.56,1.86,1.86,0.0,2.28,5.22,4.56,0.0,5.63,0.7714499701564697,1
0.0,0.0,0.0,0.0,4.81,4.81,5.47,4.67,1.44,1.38,1.02,1.62,1.74,1.8,1.38,2.04,5.08,4.26,1.19,5.18,0.707106198880755,1
0.0,0.0,0.0,0.0,4.91,4.81,0.0,4.81,1.38,1.26,0.0,1.5,1.8,1.62,0.0,1.8,3.77,3.59,0.0,3.89,0.5506779140627822,1
0.0,0.0,0.0,0.0,4.94,4.73,0.0,4.94,1.26,1.2,0.0,1.38,2.04,1.62,0.0,1.8,3.34,3.0,0.0,3.78,0.4729224126155712,1
0.0,0.0,0.0,0.0,5.23,5.03,5.54,5.3,1.38,1.26,1.02,1.44,2.4,1.86,1.38,1.8,3.35,3.71,1.07,5.25,1.1766975881942932,1
0.0,0.0,0.0,0.0,4.61,4.58,4.09,4.67,1.44,1.26,1.32,1.56,1.92,1.92,1.74,2.46,4.83,3.69,0.83,4.32,1.105007452721844,1
0.0,0.0,0.0,0.0,4.79,0.0,4.76,4.6,1.38,0.3,1.44,1.56,1.8,0.54,2.1,2.1,4.77,0.09,1.82,3.44,1.7897363702976623,-1
0.0,0.0,0.0,0.0,4.84,4.37,5.2,4.69,1.38,1.14,1.02,1.62,1.8,1.86,1.38,2.04,5.18,3.21,1.0,5.77,0.9318608215578944,1
0.0,0.0,0.0,0.0,4.77,4.57,4.02,4.63,1.38,1.26,0.6,1.5,1.86,1.68,1.32,1.98,3.76,3.44,0.08,3.81,0.8430535278205064,1
0.0,0.0,0.0,0.0,4.98,4.74,0.0,5.0,1.26,1.2,0.0,1.44,1.62,1.62,0.0,1.8,4.77,3.64,0.0,5.61,0.5867401058501555,1
0.0,0.0,0.0,0.0,4.71,4.7,0.0,4.77,1.44,1.14,0.0,1.62,1.92,1.62,0.0,2.1,4.71,3.25,0.0,4.98,0.6130675007329873,1
0.0,0.0,0.0,0.0,4.94,4.93,0.0,4.71,1.44,1.14,0.0,1.56,1.8,1.56,0.0,1.92,4.51,3.65,0.0,4.52,0.5380760031627325,1
0.0,0.0,0.0,0.0,4.73,4.74,4.61,5.08,1.5,1.2,1.56,1.32,1.86,2.22,1.98,1.74,4.95,5.43,2.83,3.49,1.342178040846407,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.77,4.77,0.0,4.63,1.44,1.14,0.0,1.44,2.04,1.56,0.0,1.92,3.3,2.32,0.0,3.47,0.536241917624028,1
0.0,0.0,0.0,0.0,4.67,4.92,0.0,4.84,1.32,1.26,0.0,1.56,2.04,1.56,0.0,2.04,2.52,4.5,0.0,5.46,1.0540949472677283,1
0.0,0.0,0.0,0.0,4.55,4.66,4.61,4.54,1.44,1.26,1.38,1.2,1.98,1.68,1.86,1.5,4.11,2.31,2.0,0.79,1.2116072575497596,1
0.0,0.0,0.0,0.0,4.81,4.89,5.37,4.96,1.38,1.32,0.96,1.56,1.74,1.98,1.26,2.22,4.34,3.22,1.07,3.74,0.7675330122916968,1
0.0,0.0,0.0,0.0,4.8,4.85,4.56,5.01,1.38,1.32,0.9,1.68,2.1,1.98,1.56,2.22,4.42,2.68,0.58,4.91,1.076098184804994,1
0.0,0.0,0.0,0.0,4.74,4.79,0.0,4.86,1.26,1.44,0.0,1.68,1.56,2.1,0.0,2.16,4.44,3.93,0.0,4.29,0.9491497986224594,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.75,4.65,4.81,0.0,1.32,1.26,1.56,0.0,1.8,1.68,1.98,0.0,3.69,2.95,3.7,0.0,1.0488845768990092,1
0.0,0.0,0.0,0.0,4.67,4.6,0.0,4.74,1.32,1.14,0.0,1.56,1.86,1.44,0.0,1.92,3.01,2.21,0.0,3.01,0.5179717147977864,1
0.0,0.0,0.0,0.0,4.87,4.75,5.57,4.84,1.38,0.9,1.02,1.44,1.8,1.32,1.38,1.86,3.25,2.68,1.16,3.66,0.6462661892007269,1
0.0,0.0,0.0,0.0,4.81,4.61,4.56,4.74,1.32,0.96,0.9,1.44,1.8,1.2,1.32,1.86,2.78,2.22,0.47,3.09,0.6920960267395986,1
0.0,0.0,0.0,0.0,4.96,4.7,0.0,4.96,1.26,1.08,0.0,1.26,1.98,1.5,0.0,1.62,3.38,2.94,0.0,4.08,0.5157031328459105,1
0.0,0.0,0.0,0.0,4.7,4.56,0.0,4.76,1.38,1.08,0.0,1.44,1.74,1.5,0.0,1.92,3.82,3.07,0.0,4.18,0.4826990182865732,1
0.0,0.0,0.0,0.0,4.56,4.53,4.89,4.59,1.38,1.2,0.96,1.38,1.86,1.68,1.26,2.22,4.62,3.63,0.99,5.24,0.7950997080763702,1
0.0,0.0,0.0,0.0,4.63,4.7,0.0,4.64,1.32,1.2,0.0,1.44,1.74,1.62,0.0,1.86,4.39,3.58,0.0,4.93,0.4619746596636184,1
0.0,0.0,0.0,0.0,4.62,4.58,5.29,4.61,1.38,1.2,1.02,1.44,1.74,1.68,1.38,1.98,3.74,3.12,1.09,4.1,0.5848568279204966,1
0.0,0.0,0.0,0.0,4.35,4.44,0.0,4.53,1.38,1.08,0.0,1.44,1.92,1.38,0.0,1.86,1.86,2.05,0.0,2.78,0.6251390946914476,1
0.0,0.0,0.0,0.0,4.77,4.56,4.49,3.42,1.2,0.96,1.2,0.96,1.98,1.32,1.56,1.44,2.74,1.58,1.2,0.97,1.16486525557394,1
0.0,0.0,0.0,0.0,4.8,4.84,5.73,4.67,1.38,1.14,0.96,1.44,1.8,1.5,1.56,1.8,5.06,3.9,1.46,4.72,0.7826904144392207,1
0.0,0.0,0.0,0.0,4.49,4.45,0.0,4.49,1.26,0.96,0.0,1.26,1.62,1.26,0.0,1.62,2.36,1.98,0.0,2.66,0.47249582356030506,1
0.0,0.0,0.0,0.0,4.88,4.84,3.95,4.9,1.26,1.14,0.48,1.44,1.62,1.74,1.08,2.34,3.2,2.26,0.3,3.3,0.9203334073680682,1
