sangre_ppm_di,sangre_ppm_dd,sangre_ppm_ti,sangre_ppm_td,conductividad_ms_cm_di,conductividad_ms_cm_dd,conductividad_ms_cm_ti,conductividad_ms_cm_td,media_de_los_flujos_kg_min_di,media_de_los_flujos_kg_min_dd,media_de_los_flujos_kg_min_ti,media_de_los_flujos_kg_min_td,flujos_maximos_kg_min_di,flujos_maximos_kg_min_dd,flujos_maximos_kg_min_ti,flujos_maximos_kg_min_td,producciones_kg_di,producciones_kg_dd,producciones_kg_ti,producciones_kg_td,health_anomaly_score,health_anomaly_label
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,7.3,5.41,5.39,5.1,0.84,0.72,1.08,1.08,1.2,1.2,1.8,1.68,1.46,5.21,5.46,4.92,1.5492843305528443,1
0.0,0.0,0.0,0.0,5.55,4.38,4.96,5.48,0.42,0.78,1.08,1.2,0.9,1.2,1.44,2.28,0.95,3.96,4.28,6.95,1.498208393761681,1
0.0,0.0,0.0,0.0,0.0,4.53,1.01,4.8,0.0,0.66,0.42,1.02,0.0,1.02,0.66,1.44,0.0,2.13,0.13,2.15,1.2202560344787259,1
0.0,0.0,0.0,0.0,6.63,4.22,5.27,4.73,0.24,0.54,0.9,0.36,0.36,0.84,1.38,0.96,0.2,0.74,2.93,0.59,1.8595182828642618,-1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.84,0.0,0.0,0.0,1.73,0.0,0.0,0.7628645151858141,1
0.0,0.0,0.0,0.0,7.37,4.73,5.37,5.83,0.84,0.72,1.02,1.08,1.26,1.14,1.38,1.62,1.23,3.09,4.96,4.72,1.3370574990198587,1
0.0,0.0,0.0,0.0,6.3,4.26,4.63,0.0,0.42,0.66,0.9,0.0,0.78,0.96,1.38,0.0,0.9,2.44,2.31,0.0,1.4371954071124573,1
0.0,0.0,0.0,0.0,0.0,4.18,5.3,4.94,0.0,0.66,1.14,0.9,0.0,1.14,1.56,1.26,0.0,1.9,4.31,1.73,0.7713543353191563,1
0.0,0.0,0.0,0.0,5.72,4.52,0.0,0.0,0.3,0.72,0.0,0.0,0.48,1.14,0.0,0.0,0.57,3.02,0.0,0.0,1.4166860222577047,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1502676831060483,-1
0.0,0.0,0.0,0.0,8.11,4.71,5.72,5.81,0.84,0.72,1.08,1.2,1.2,1.2,1.5,1.74,1.35,3.79,6.21,6.47,1.6053054396891508,1
0.0,0.0,0.0,0.0,5.27,4.45,0.0,4.91,0.48,0.78,0.0,1.02,1.02,1.2,0.0,1.5,0.76,3.95,0.0,2.95,0.8234450320353176,1
0.0,0.0,0.0,0.0,4.83,4.19,4.68,5.8,0.24,0.72,0.96,1.2,0.6,1.08,1.5,1.86,0.64,3.31,2.69,5.74,1.2380465751245362,1
0.0,0.0,0.0,0.0,5.57,4.06,2.81,4.67,0.24,0.72,0.12,0.72,0.42,1.08,0.24,1.26,0.34,2.22,0.06,1.75,1.9646641649992227,-1
0.0,0.0,0.0,0.0,0.0,4.07,5.82,0.0,0.0,0.6,0.24,0.0,0.0,0.84,0.54,0.0,0.0,0.99,0.55,0.0,1.467381500968831,1
0.0,0.0,0.0,0.0,0.0,4.55,6.08,5.73,0.0,0.6,1.02,0.96,0.0,0.96,1.5,1.38,0.0,1.19,2.59,1.84,1.237643099010082,1
0.0,0.0,0.0,0.0,4.5,4.53,0.0,5.37,0.3,0.72,0.0,0.9,0.9,1.2,0.0,1.38,0.5,3.9,0.0,2.63,0.9089273388150702,1
0.0,0.0,0.0,0.0,6.45,3.94,5.56,0.0,0.42,0.66,1.14,0.0,0.78,1.08,2.04,0.0,0.59,1.09,4.51,0.0,1.7702250824516423,-1
0.0,0.0,0.0,0.0,5.09,4.61,5.06,5.02,0.24,0.78,0.96,0.66,0.6,1.26,1.44,1.14,0.27,2.6,2.38,2.69,1.2262561482612178,1
0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.72,0.0,0.0,0.0,1.14,0.0,0.0,0.0,1.68,0.0,0.0,0.6279275335829788,1
0.0,0.0,0.0,0.0,6.01,4.61,5.35,6.14,0.36,0.72,0.96,0.96,0.54,1.14,1.32,1.38,0.37,2.8,3.82,3.25,1.0816607915211975,1
0.0,0.0,0.0,0.0,7.84,4.4,0.0,4.82,0.78,0.72,0.0,0.96,1.32,1.14,0.0,1.44,1.14,1.92,0.0,1.76,2.084634373298378,-1
0.0,0.0,0.0,0.0,4.76,4.45,0.0,0.0,0.18,0.66,0.0,0.0,0.48,1.08,0.0,0.0,0.28,2.0,0.0,0.0,1.2130684740721425,1
0.0,0.0,0.0,0.0,5.05,4.25,6.07,5.4,0.24,0.72,1.08,0.96,0.54,1.08,1.44,1.62,0.36,1.9,4.24,3.18,1.1605703769083353,1
0.0,0.0,0.0,0.0,0.0,4.33,4.94,4.99,0.0,0.54,0.9,0.84,0.0,1.2,1.26,1.62,0.0,1.98,1.61,1.9,0.9275433229094927,1
0.0,0.0,0.0,0.0,4.85,4.44,0.0,4.85,0.3,0.78,0.0,1.08,0.72,1.2,0.0,1.86,0.38,3.11,0.0,2.75,0.8239471771135662,1
0.0,0.0,0.0,0.0,0.0,4.28,0.0,5.14,0.0,0.72,0.0,0.84,0.0,1.08,0.0,1.2,0.0,2.05,0.0,1.71,0.6564448485074654,1
0.0,0.0,0.0,0.0,6.18,4.16,6.36,5.08,0.36,0.66,1.14,0.9,0.48,1.14,1.5,1.56,0.42,1.23,4.62,1.21,1.3126540564549474,1
0.0,0.0,0.0,0.0,7.77,4.67,4.89,5.28,0.78,0.78,1.02,1.08,1.26,1.14,1.62,1.44,1.39,4.28,1.73,2.85,1.767528018428378,-1
0.0,0.0,0.0,0.0,4.92,3.81,0.0,5.58,0.24,0.72,0.0,1.02,0.66,1.2,0.0,1.62,0.31,1.81,0.0,4.14,1.2555347884306218,1
0.0,0.0,0.0,0.0,4.45,4.12,4.52,6.14,0.24,0.66,0.96,1.08,0.6,1.14,1.5,1.5,0.36,3.39,2.63,3.62,1.1291269734551763,1
0.0,0.0,0.0,0.0,0.0,4.14,3.89,0.0,0.0,0.72,0.12,0.0,0.0,1.02,0.36,0.0,0.0,2.55,0.09,0.0,1.4504376188912789,1
0.0,0.0,0.0,0.0,6.09,4.08,5.48,6.06,0.36,0.66,0.9,1.02,0.78,1.08,1.68,1.38,0.41,2.25,3.84,3.27,1.1083152042431863,1
0.0,0.0,0.0,0.0,5.0,4.25,0.0,4.49,0.24,0.78,0.0,0.96,0.6,1.26,0.0,1.38,0.31,3.2,0.0,2.76,0.827839605253069,1
0.0,0.0,0.0,0.0,5.7,4.01,4.7,6.27,0.24,0.66,1.02,1.2,0.66,1.02,1.5,1.8,0.26,2.26,1.8,4.29,1.1404084994973462,1
0.0,0.0,0.0,0.0,5.82,4.54,5.16,5.05,0.3,0.78,1.14,1.02,0.66,1.38,1.56,1.56,0.36,3.71,2.59,2.77,1.1232700254440708,1
0.0,0.0,0.0,0.0,6.1,4.43,0.0,4.99,0.54,0.72,0.0,0.9,1.08,1.26,0.0,1.38,0.69,3.05,0.0,3.07,0.9511700538126888,1
0.0,0.0,0.0,0.0,6.23,3.81,6.4,5.06,0.36,0.66,1.14,0.9,0.66,1.08,1.92,1.38,0.51,1.86,3.52,1.4,1.289776537675601,1
0.0,0.0,0.0,0.0,5.03,4.59,5.31,4.96,0.36,0.72,1.08,1.08,0.96,1.2,1.38,2.04,0.58,4.25,2.69,1.59,1.426761646166117,1
0.0,0.0,0.0,0.0,0.0,3.65,0.0,4.63,0.0,0.6,0.0,0.54,0.0,0.9,0.0,1.08,0.0,0.91,0.0,0.61,1.2411473464905018,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,2.41,4.53,5.3,0.0,0.18,0.66,0.84,0.0,0.36,1.08,1.26,0.0,0.06,1.16,1.17,0.0,1.4258734074988015,1
0.0,0.0,0.0,0.0,5.9,4.55,5.1,7.97,0.54,0.78,1.02,1.2,1.02,1.32,1.8,2.04,0.6,3.58,3.4,4.92,1.5936344167206518,1
0.0,0.0,0.0,0.0,5.09,4.44,0.0,4.79,0.42,0.72,0.0,1.08,0.84,1.26,0.0,1.74,0.45,3.27,0.0,3.64,0.7552176741281397,1
0.0,0.0,0.0,0.0,3.02,3.6,3.62,4.82,0.3,0.66,0.84,0.48,0.6,1.32,1.56,1.14,0.1,1.37,0.52,0.36,1.5769764771798749,1
0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.54,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.8923277143227926,1
0.0,0.0,0.0,0.0,5.83,4.36,7.22,5.32,0.24,0.66,0.96,1.02,0.78,1.08,1.5,1.56,0.23,2.51,1.92,3.38,1.4851443534738178,1
0.0,0.0,0.0,0.0,0.0,4.35,5.67,0.0,0.0,0.78,0.3,0.0,0.0,1.44,0.54,0.0,0.0,2.54,0.56,0.0,1.3969182372757696,1
0.0,0.0,0.0,0.0,3.89,4.3,0.0,5.53,0.6,0.66,0.0,0.96,1.26,0.96,0.0,1.62,0.14,0.98,0.0,2.88,1.5166455423116665,1
0.0,0.0,0.0,0.0,0.0,4.56,0.0,6.49,0.0,0.78,0.0,0.96,0.0,1.2,0.0,1.5,0.0,3.71,0.0,1.69,1.032607754386511,1
0.0,0.0,0.0,0.0,6.63,3.89,5.43,5.09,0.66,0.66,1.08,0.3,1.38,0.96,1.62,0.48,0.32,1.39,4.21,0.07,2.148620691749476,-1
0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.78,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.97,0.0,0.0,0.8879036249675574,1
0.0,0.0,0.0,0.0,7.3,3.95,5.15,0.0,0.84,0.72,1.08,0.0,1.38,1.08,1.56,0.0,1.46,1.76,3.23,0.0,1.6609104260575651,1
0.0,0.0,0.0,0.0,4.03,4.6,4.79,8.11,0.24,0.66,0.9,1.08,0.42,1.02,1.38,1.74,0.31,3.31,2.75,3.46,1.4478804630711302,1
0.0,0.0,0.0,0.0,4.62,4.48,4.92,6.41,0.24,0.84,1.08,0.96,0.6,1.26,1.44,1.38,0.39,3.02,2.39,1.01,0.9453836350511955,1
0.0,0.0,0.0,0.0,4.42,4.62,4.97,5.89,0.24,0.84,1.02,0.9,0.48,1.32,1.38,1.44,0.25,2.96,2.34,1.0,0.9916194311852191,1
0.0,0.0,0.0,0.0,4.92,4.54,4.95,6.09,0.54,0.96,1.02,0.96,0.96,1.38,1.38,1.44,0.4,2.94,2.33,1.28,1.105271948639927,1
0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.72,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.92,0.0,0.0,0.7740162238468296,1
0.0,0.0,0.0,0.0,4.68,3.96,5.3,6.63,0.42,0.66,1.08,1.02,0.96,1.02,1.44,1.56,0.35,0.84,1.82,1.19,1.385164157026837,1
0.0,0.0,0.0,0.0,4.29,3.96,4.7,5.55,0.54,0.84,1.02,0.9,0.96,1.38,1.38,1.44,0.4,1.12,1.23,0.87,1.2648524438242241,1
0.0,0.0,383.0,0.0,4.83,3.83,4.51,5.05,0.66,0.9,1.08,1.14,1.02,1.26,1.44,1.68,0.63,1.83,1.81,1.35,1.1986107972390339,1
0.0,0.0,485.0,0.0,4.96,3.85,4.59,5.17,0.9,0.84,1.14,1.14,1.5,1.32,1.56,1.68,1.15,1.76,1.82,1.51,0.9144473272000928,1
392.0,371.0,479.0,0.0,4.96,3.71,4.44,4.83,0.96,0.9,1.08,1.14,1.38,1.32,1.44,1.98,1.89,2.82,2.84,2.07,1.0118210086323665,1
390.0,369.0,473.0,0.0,4.77,3.72,4.32,4.54,0.9,0.84,1.08,1.26,1.32,1.26,1.5,1.74,1.39,1.94,1.86,1.46,1.119255305361347,1
389.0,379.0,670.0,0.0,4.64,3.85,4.37,4.76,0.96,0.84,0.96,1.2,1.32,1.38,1.62,1.92,1.7,2.19,2.21,1.65,1.0922989518958726,1
390.0,366.0,578.0,0.0,4.71,3.91,4.49,4.84,1.02,0.9,1.2,1.32,1.5,1.32,1.56,2.04,1.95,2.85,2.85,2.01,1.026718707794029,1
487.0,362.0,884.0,0.0,4.55,3.77,4.44,4.99,0.96,0.84,1.14,1.08,1.38,1.26,1.56,1.92,1.3,1.59,1.52,1.23,1.8425308680769992,1
387.0,660.0,780.0,0.0,4.43,3.85,4.52,4.69,0.96,0.84,1.14,1.26,1.32,1.26,1.56,1.92,1.69,2.02,2.04,1.53,2.8677126977731113,-1
0.0,356.0,476.0,0.0,4.47,3.86,4.51,4.97,0.96,0.78,1.2,1.2,1.32,1.38,1.62,1.86,2.12,2.48,2.55,1.9,1.2087370331745806,1
0.0,0.0,671.0,0.0,4.34,3.87,4.35,4.59,0.9,0.78,1.08,1.02,1.32,1.32,1.44,1.62,1.42,1.86,1.89,1.32,0.8592797444149547,1
0.0,0.0,472.0,0.0,4.34,3.86,4.37,4.66,0.9,0.78,1.02,1.02,1.32,1.32,1.38,1.5,1.95,2.16,2.24,1.69,0.674134587258739,1
0.0,0.0,981.0,0.0,4.42,3.78,4.42,4.73,0.9,0.78,1.08,1.26,1.26,1.38,1.56,1.86,2.19,2.64,2.66,2.13,1.8827108207765384,-1
0.0,0.0,563.0,0.0,4.49,4.04,4.55,4.8,0.9,0.84,1.2,1.14,1.32,1.2,1.74,1.8,2.11,2.74,2.87,2.01,0.7478993525670227,1
0.0,0.0,456.0,0.0,3.74,3.98,4.35,4.55,0.96,0.84,1.14,1.08,1.62,1.32,1.56,1.5,2.23,2.27,2.26,1.6,0.7813939053179397,1
0.0,0.0,651.0,0.0,4.28,3.82,4.43,4.69,0.96,0.78,1.08,1.08,1.26,1.26,1.8,1.5,2.14,2.29,2.43,1.62,0.7559138476067563,1
0.0,0.0,553.0,0.0,4.35,4.1,4.5,4.88,1.02,0.84,1.14,1.08,1.38,1.32,1.62,1.56,1.87,2.29,2.4,1.68,0.5750834694073428,1
0.0,0.0,458.0,0.0,4.43,4.07,4.46,4.45,0.96,0.84,1.2,1.14,1.32,1.38,1.62,1.68,2.28,2.31,2.6,1.83,0.6508990357050496,1
0.0,0.0,557.0,0.0,4.42,3.93,4.52,4.89,0.96,0.9,1.14,1.08,1.44,1.38,1.44,1.5,2.01,2.21,2.28,1.67,0.6162135153019662,1
0.0,0.0,372.0,0.0,4.55,4.23,4.66,5.25,0.96,0.84,1.14,1.2,1.32,1.26,1.56,1.86,2.33,2.37,2.59,2.08,0.6301575450632801,1
0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.32,0.0,0.0,0.0,2.16,0.0,0.0,0.906792769651737,1
0.0,0.0,0.0,0.0,4.5,3.64,4.46,4.82,1.08,0.6,0.9,1.02,1.56,1.08,1.56,1.56,3.39,1.71,3.92,2.87,1.176696152827786,1
0.0,0.0,0.0,0.0,4.47,4.17,4.5,4.95,1.02,0.9,1.08,1.02,1.38,1.26,1.5,1.44,2.77,2.7,3.19,2.03,0.7274595082562224,1
0.0,374.0,374.0,0.0,4.47,4.11,4.87,4.57,0.96,0.9,1.08,1.08,1.44,1.68,1.56,1.62,2.4,2.39,1.93,2.81,1.4683088950756609,1
0.0,0.0,372.0,0.0,4.62,4.2,4.63,4.71,0.96,0.78,1.08,1.02,1.38,1.2,1.38,1.68,2.53,2.67,2.8,2.02,0.6178985138530205,1
0.0,0.0,369.0,0.0,4.48,4.14,4.5,4.77,0.96,0.78,1.02,0.9,1.38,1.32,1.44,1.26,2.74,2.82,3.09,1.98,0.9251687560159032,1
0.0,373.0,472.0,0.0,4.34,4.06,4.56,4.66,0.9,0.72,1.14,0.9,1.26,1.14,1.56,1.32,2.04,2.17,2.08,1.52,1.4594797597355023,1
0.0,0.0,368.0,0.0,4.59,4.25,4.68,4.84,0.9,0.72,1.08,1.14,1.32,1.44,1.56,1.74,2.04,2.13,2.31,1.69,0.7025557721535238,1
0.0,0.0,376.0,0.0,4.49,4.11,4.69,4.94,0.9,0.72,1.08,1.02,1.38,1.08,1.44,1.86,2.77,2.74,3.1,2.13,0.7614633071398327,1
0.0,0.0,0.0,0.0,4.79,4.53,4.71,5.0,0.96,0.72,1.08,0.96,1.32,1.2,1.56,1.68,2.32,2.21,2.49,1.8,0.4955094002472678,1
0.0,0.0,0.0,0.0,4.66,4.48,4.75,4.87,0.9,0.66,1.08,1.08,1.32,1.02,1.5,1.74,2.5,2.25,2.58,1.7,0.5089418892278441,1
0.0,0.0,0.0,0.0,4.61,4.44,4.58,4.93,0.96,0.78,1.08,1.02,1.38,1.14,1.5,1.74,2.67,2.53,2.9,1.93,0.48904154159695884,1
0.0,0.0,0.0,0.0,4.63,4.47,4.67,4.72,1.02,0.72,1.2,1.08,1.44,1.08,1.62,1.38,2.71,2.38,2.86,1.84,0.5834474059724621,1
0.0,0.0,0.0,0.0,4.49,4.48,4.6,4.79,0.96,0.66,1.08,0.9,1.32,1.08,1.44,1.26,2.28,1.86,2.18,1.26,0.6080347519327444,1
0.0,0.0,0.0,0.0,4.64,4.59,4.69,4.96,1.02,0.72,1.32,1.02,1.32,1.08,1.74,1.92,3.07,2.64,3.21,2.18,0.6643843644469605,1
0.0,0.0,0.0,0.0,4.58,4.37,4.63,4.85,0.96,0.72,1.26,0.96,1.44,1.14,1.74,1.38,2.22,1.98,2.25,1.41,0.6025797455052485,1
0.0,0.0,0.0,0.0,4.75,4.39,4.76,4.58,1.02,0.54,1.32,1.02,1.32,1.14,1.68,1.56,3.86,3.3,4.11,2.83,0.6746355522343824,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.55,4.4,4.69,5.19,1.02,0.66,1.2,1.08,1.44,1.08,1.62,1.44,4.2,3.38,4.24,2.68,0.5228386946622499,1
0.0,0.0,0.0,0.0,4.4,4.33,4.65,4.92,0.96,0.72,1.26,1.02,1.38,1.14,1.56,1.68,2.57,2.17,2.53,1.71,0.5198269635084607,1
0.0,0.0,0.0,0.0,4.69,4.6,4.95,5.26,1.02,0.72,1.38,1.02,1.44,1.14,1.98,1.62,3.71,3.03,3.74,2.45,0.5724801711160413,1
0.0,0.0,0.0,0.0,4.51,4.5,4.42,4.98,1.02,0.72,1.26,1.08,1.32,1.08,1.62,1.8,3.64,2.84,3.63,2.32,0.5404735723961949,1
0.0,0.0,0.0,0.0,4.6,4.52,4.29,5.04,0.96,0.72,1.26,1.08,1.32,1.26,1.62,1.56,3.49,2.82,3.52,2.17,0.6031198110630613,1
0.0,0.0,0.0,0.0,4.63,4.55,4.42,5.14,1.02,0.78,1.32,1.08,1.44,1.14,1.68,1.62,4.2,3.28,3.92,2.48,0.4996713379250545,1
0.0,0.0,0.0,0.0,4.56,4.59,4.36,0.0,0.84,0.72,1.2,0.0,1.44,1.08,1.56,0.0,3.94,3.11,4.06,0.0,0.8009611335383289,1
0.0,0.0,0.0,0.0,4.42,4.4,4.22,5.46,0.96,0.66,1.14,1.14,1.32,1.2,1.5,1.62,2.67,2.09,2.56,3.9,0.8942589983141481,1
0.0,0.0,0.0,0.0,4.71,4.69,4.49,5.32,1.08,0.72,1.26,1.02,1.56,1.14,1.62,1.38,4.54,3.41,4.46,2.36,0.5411827925765756,1
0.0,0.0,0.0,0.0,4.69,4.72,4.42,5.46,1.08,0.78,1.38,1.08,1.44,1.2,1.74,1.56,5.51,4.13,5.33,2.87,0.8569102562026497,1
0.0,0.0,0.0,0.0,4.56,4.59,4.83,5.32,1.02,0.78,1.32,1.08,1.5,1.14,1.74,1.5,4.21,3.1,4.03,2.16,0.4721153152987971,1
0.0,0.0,0.0,0.0,4.66,4.77,4.86,5.54,1.08,0.72,1.32,1.08,1.56,1.14,1.68,1.62,3.97,2.78,3.44,2.03,0.45074406328691374,1
0.0,0.0,0.0,0.0,4.59,4.7,4.96,5.45,1.02,0.66,1.26,1.08,1.38,0.96,1.68,1.5,4.08,2.81,3.66,2.0,0.4384124032260865,1
0.0,0.0,0.0,0.0,4.58,4.78,5.04,5.29,1.02,0.72,1.2,1.08,1.44,1.08,1.62,1.44,3.8,2.55,3.38,1.86,0.4167500084440479,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.39,4.59,4.8,4.77,0.84,0.78,0.9,1.14,1.32,1.2,1.5,1.86,2.7,2.08,1.48,2.4,0.806706887407298,1
0.0,0.0,0.0,0.0,4.77,4.76,5.03,5.19,0.96,0.72,1.2,0.9,1.38,1.2,1.56,1.5,2.64,1.91,2.44,1.16,0.5677386367343764,1
0.0,0.0,0.0,0.0,4.77,4.84,5.04,5.52,1.02,0.66,1.32,1.14,1.44,1.08,1.74,1.62,3.74,2.72,3.6,1.96,0.45012153487172774,1
0.0,0.0,0.0,0.0,4.52,4.78,4.98,5.42,0.96,0.66,1.2,1.02,1.32,1.02,1.56,1.56,3.71,2.35,3.11,1.86,0.42025027987261276,1
0.0,0.0,0.0,0.0,4.57,4.78,4.96,0.0,1.02,0.72,1.2,0.0,1.32,0.96,1.68,0.0,3.39,2.79,3.37,0.0,0.7819475780959614,1
0.0,0.0,0.0,0.0,4.59,4.78,4.95,5.98,0.96,0.78,1.2,1.08,1.44,1.08,1.62,1.44,5.23,3.51,4.69,4.38,0.9699910306588435,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.44,4.59,4.8,4.87,0.96,0.66,1.14,0.9,1.32,1.08,1.5,1.56,3.13,2.45,2.99,1.52,0.48313902356317157,1
0.0,0.0,0.0,0.0,4.84,4.9,5.16,5.34,1.02,0.72,1.26,0.9,1.44,1.08,1.68,1.86,5.17,3.82,5.12,2.64,0.8213963687862306,1
320.0,0.0,0.0,0.0,4.54,4.63,4.93,5.67,0.96,0.78,1.2,0.96,1.32,1.14,1.74,1.32,4.11,3.1,4.0,2.06,1.0521215200304845,1
0.0,0.0,0.0,0.0,4.67,4.71,4.82,5.69,0.9,0.72,1.14,0.96,1.32,1.08,1.56,1.38,5.73,4.04,5.66,2.9,0.8545751498523725,1
0.0,0.0,0.0,0.0,4.4,4.53,4.87,5.38,0.96,0.66,1.26,1.14,1.26,1.02,1.74,1.5,3.71,2.6,3.5,1.7,0.5069344304180502,1
0.0,0.0,0.0,0.0,4.67,4.93,5.18,5.85,0.9,0.66,1.14,1.14,1.2,0.96,1.56,1.86,4.57,3.2,4.4,2.28,0.8106775971750828,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.53,4.72,5.63,5.02,1.14,0.66,1.14,1.26,1.74,1.02,1.8,1.8,4.62,3.03,2.07,3.94,1.379823313350943,1
0.0,0.0,0.0,0.0,4.27,4.53,4.81,5.08,0.9,0.6,1.2,0.96,1.44,0.96,1.56,1.44,3.11,2.13,2.72,1.37,0.4242514945001822,1
0.0,0.0,0.0,0.0,4.55,4.64,4.82,5.49,0.84,0.6,1.32,0.96,1.62,0.9,1.68,1.32,3.05,2.24,2.69,1.57,0.6004993226702746,1
0.0,0.0,0.0,0.0,4.52,4.71,4.97,5.43,0.9,0.66,1.14,0.96,1.44,1.08,1.5,1.56,3.77,2.59,3.31,1.92,0.4413479426713828,1
0.0,0.0,0.0,0.0,4.44,4.59,4.82,5.11,0.9,0.6,1.08,0.96,1.26,0.96,1.56,1.38,2.93,2.08,2.71,1.46,0.4901916135681089,1
0.0,0.0,0.0,0.0,4.8,4.91,5.04,5.63,0.96,0.66,1.2,0.96,1.44,1.08,1.74,1.38,4.64,3.37,4.52,2.32,0.5644009680262666,1
0.0,0.0,0.0,0.0,4.5,4.5,4.84,5.32,0.96,0.6,1.14,1.02,1.44,0.9,1.56,1.74,3.72,2.69,3.47,1.86,0.5429287952441607,1
0.0,0.0,0.0,0.0,4.59,4.56,4.91,5.37,0.96,0.72,1.26,1.02,1.62,1.32,1.62,1.56,3.77,2.61,3.51,1.77,0.5662468667487308,1
,,,,,,,,,,,,,,,,,,,,1.4901161193847656e-08,1
0.0,0.0,0.0,0.0,4.76,4.79,5.05,5.44,0.9,0.6,1.2,1.02,1.32,0.96,1.56,1.38,3.82,3.02,4.09,2.17,0.5027607011279149,1
0.0,0.0,0.0,389.0,4.45,4.59,4.85,5.34,0.84,0.72,1.14,1.02,1.26,1.14,1.5,1.38,4.03,2.77,3.64,1.77,2.0388629898543007,-1
0.0,0.0,0.0,0.0,4.58,4.66,4.97,5.49,1.02,0.78,1.26,1.08,1.98,1.26,1.56,1.5,5.18,3.43,4.71,2.38,0.8516864521831662,1
0.0,0.0,0.0,0.0,4.42,4.65,4.88,5.48,0.78,0.72,1.2,0.96,1.32,1.14,1.5,1.26,3.74,2.42,3.15,1.63,0.5930297320738618,1
0.0,0.0,0.0,0.0,4.44,4.5,4.69,0.0,0.9,0.6,1.14,0.0,1.44,0.9,1.5,0.0,3.06,2.26,2.74,0.0,0.8864319314189288,1
0.0,0.0,0.0,0.0,4.37,4.37,4.82,5.8,0.96,0.54,1.14,1.02,1.56,0.96,1.56,1.44,2.88,1.69,2.09,2.39,0.7778788466635715,1
0.0,0.0,0.0,0.0,4.53,4.7,5.08,5.06,0.96,0.66,1.2,0.9,1.5,1.08,1.56,1.32,2.97,1.96,2.61,1.42,0.4263161878612173,1
0.0,0.0,0.0,0.0,4.67,4.75,5.06,5.42,1.08,0.6,1.2,0.9,1.62,0.96,1.56,1.38,4.72,3.02,4.14,1.94,0.5214057562157275,1
0.0,0.0,0.0,0.0,4.27,4.33,4.66,4.9,0.96,0.72,1.14,0.9,1.44,1.02,1.56,1.5,3.37,2.23,2.84,1.3,0.45871715048095824,1
0.0,0.0,0.0,0.0,4.35,4.55,4.76,5.43,0.96,0.72,1.2,0.96,1.56,1.14,1.62,1.32,4.11,2.66,3.44,1.94,0.5171978494358714,1
0.0,0.0,0.0,0.0,4.18,4.33,4.41,1.47,0.84,0.6,1.02,0.78,1.68,0.9,1.38,1.86,3.01,1.85,2.34,0.32,1.568992306044263,1
0.0,0.0,0.0,0.0,4.54,4.51,4.81,5.7,0.9,0.6,1.08,1.02,1.38,0.96,1.44,1.32,4.11,2.56,3.34,2.72,0.6522145962110405,1
0.0,0.0,0.0,0.0,4.61,4.59,4.86,5.24,0.9,0.66,1.14,0.9,1.44,1.14,1.56,1.2,2.88,1.95,2.69,1.34,0.480348669804335,1
0.0,0.0,0.0,0.0,4.49,4.6,4.92,5.22,0.96,0.6,1.14,0.9,1.38,0.96,1.68,1.62,3.73,2.23,2.95,1.38,0.506755435042065,1
0.0,0.0,0.0,0.0,4.75,4.87,5.13,5.55,1.08,0.6,1.2,0.9,1.56,0.9,1.56,1.38,5.56,3.68,5.17,2.4,0.7518444076628642,1
0.0,0.0,0.0,0.0,4.48,4.51,4.82,5.02,0.84,0.66,1.02,0.96,1.32,0.96,1.38,1.86,2.4,2.06,1.01,2.53,0.8754781864528031,1
0.0,0.0,0.0,0.0,4.62,4.52,4.81,4.82,0.96,0.6,1.08,0.84,1.56,0.96,1.38,1.62,3.12,1.79,2.67,0.97,0.6595830431904296,1
0.0,0.0,0.0,0.0,4.63,4.72,4.99,5.76,0.96,0.6,1.26,0.96,1.5,1.02,1.62,1.38,5.19,3.2,4.24,2.1,0.5476660748837354,1
