fold,anomaly_rate,anomaly_rate_pct,mean_rate,std_rate
1,0.041425020712510356,4.142502071251036,0.04972914585683385,0.007630530711107654
2,0.05965202982601491,5.965202982601491,0.04972914585683385,0.007630530711107654
3,0.058823529411764705,5.88235294117647,0.04972914585683385,0.007630530711107654
4,0.03980099502487562,3.9800995024875623,0.04972914585683385,0.007630530711107654
5,0.04975124378109453,4.975124378109453,0.04972914585683385,0.007630530711107654
6,0.04892205638474295,4.892205638474295,0.04972914585683385,0.007630530711107654
