fold,anomaly_rate_pct,mean_rate_pct,std_rate_pct,max_diff_between_folds_pct
1,4.143646408839778,5.028416575349265,0.9285902343092989,2.417127071823204
2,6.422651933701657,5.028416575349265,0.9285902343092989,2.417127071823204
3,4.834254143646409,5.028416575349265,0.9285902343092989,2.417127071823204
4,4.005524861878453,5.028416575349265,0.9285902343092989,2.417127071823204
5,5.736005528680028,5.028416575349265,0.9285902343092989,2.417127071823204
