threshold,f1
0.1,0.6064414768263944
0.2,0.7153312788906009
0.30000000000000004,0.7857463021066786
0.4,0.8185862580326249
0.5,0.8250197941409343
0.6000000000000001,0.8208996926515787
0.7000000000000001,0.8075912408759124
0.8,0.7786306416948112
